state,district,vote,name,party,bill,bill_text
AL,1,Yes,Bradley Byrne,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
VA,7,No,David “Dave” Brat,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NJ,1,No,Donald Norcross,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NC,12,No,Alma Adams,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AL,6,Yes,Gary Palmer,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AR,2,Yes,French Hill,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AR,4,Yes,Bruce Westerman,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AZ,2,Yes,Martha McSally,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AZ,7,Yes,Ruben Gallego,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,11,No,Mark DeSaulnier,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,25,Yes,Steve Knight,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,31,No,Pete Aguilar,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,33,No,Ted Lieu,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,35,No,Norma Torres,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,45,Not Voting,Mimi Walters,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CO,4,No,Ken Buck,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
FL,26,Yes,Carlos Curbelo,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
GA,1,Yes,Buddy Carter,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
GA,10,No,Jody Hice,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
GA,11,Yes,Barry Loudermilk,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
GA,12,Yes,Rick Allen,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
IA,1,Yes,Rod Blum,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
IA,3,Yes,David Young,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
IL,12,Yes,Mike Bost,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
LA,5,Yes,Ralph Abraham,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
LA,6,Yes,Garret Graves,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MA,6,No,Seth Moulton,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
ME,2,Yes,Bruce Poliquin,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MI,4,Yes,John Moolenaar,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MI,8,Not Voting,Mike Bishop,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MI,11,Not Voting,Dave Trott,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MI,12,No,Debbie Dingell,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MI,14,No,Brenda Lawrence,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MN,6,Yes,Tom Emmer,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NC,7,Yes,David Rouzer,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NJ,3,Yes,Tom MacArthur,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NJ,12,No,Bonnie Watson Coleman,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NY,1,Yes,Lee Zeldin,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NY,4,Yes,Kathleen Rice,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NY,21,Yes,Elise Stefanik,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NY,24,Yes,John Katko,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
OK,5,Not Voting,Steve Russell,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
PA,6,Yes,Ryan Costello,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
PA,13,No,Brendan Boyle,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
TX,4,Not Voting,John Ratcliffe,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
TX,23,Yes,Will Hurd,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
TX,36,Yes,Brian Babin,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
UT,4,Not Voting,Mia Love,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
VA,8,Yes,Donald Beyer,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
VA,10,Not Voting,Barbara Comstock,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
WA,4,Yes,Dan Newhouse,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
WI,6,Yes,Glenn Grothman,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
WV,2,Yes,Alex Mooney,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NC,6,Yes,Mark Walker,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
NY,11,Yes,Daniel Donovan,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
MS,1,Yes,Trent Kelly,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
IL,18,Yes,Darin LaHood,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
OH,8,Yes,Warren Davidson,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
KY,1,Yes,James Comer,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
PA,2,No,Dwight Evans,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AZ,1,No,Tom O’Halleran,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
AZ,5,No,Andy Biggs,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,17,No,Ro Khanna,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,20,Yes,Jimmy Panetta,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,24,No,Salud Carbajal,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,44,No,Nanette Barragán,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
CA,46,No,Luis Correa,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
DE,0,No,Lisa Blunt Rochester,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
FL,1,No,Matt Gaetz,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
FL,2,Yes,Neal Dunn,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
FL,4,Yes,John Rutherford,Republican,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
FL,5,No,Al Lawson,Democrat,CURD Act,Do you think that the label 'natural cheese' should only apply to dairy cheese and not plant-based cheese alternatives?
